name,latitude,longitude,color
Bongo [bot],7.5,28,#8C8D53
Bontok [bnc],17.083,120.917,#AE997B
Bor [bvf],5.605,27.472,#A8AB5F
Bora [boa],-2.25,-71.75,#8658A5
Bori [adi-7],28.2,94.6,#8E906C
Bornholmsk [scy],55,15,#418471
Boro [brx],26.75,92,#8E7F71
Borong_Kosorong [ksr],-6.534,147.502,#958D77
Boróro [bor],-15,-52,#A66071
Boruca [brn],9,-83.3,#807A6B
Bosavi [bco-2],-6.425,142.765,#8977AC
Bosnian [bos],44,18,#605F56
Botin_Samban [kbx-2],-4.33,144.17,#9B858C
Botlikh [bph],42.66,46.22,#5B6293
Bouye [bye],-3.714,141.883,#BC7C96
Bouyei [pcc-3],25.817,107.55,#6495A6
Bouyei_west [pcc-2],25.75,107.333,#86A3A8
Brag-g.yab [khg-2],30.65,97.55,#52BF62
Brahui [brh],29,67,#5F5655
Brao [brb],14,107,#6EAD63
Brda [slv-9],46.47,15.14,#4F544E
Breton [bre],48,-3.5,#556471
Bribri [bzd],9.5,-83,#7B558B
Brokpa [sgt],27.33,92,#57AB6E
Bru_Western [brv],16.75,104.75,#74AB75
Brugge [vls-2],51.22,3.23,#597580
Bruu [bru],17.167,104.333,#5DA56E
Buang_Central [bzh],-6.855,146.774,#97807C
Budong-bundong [bdx],-2.171,119.328,#9D7A77
Buduma [bdm],13.6,14,#90616C
Budux [bdk],41.19,48.37,#325267
Bugan [bbh],23.75,105,#38B19A
Bughotu [bgt],-8.478,159.808,#92716C
Bugis [bug],-4,120,#90996C
Bugun [bgn],27.3,92.35,#4F8671
Buhid [bku],12.574,121.25,#9D8071
Buin [buo],-6.75,155.833,#BB7482
Bukawa [buk],-6.732,147.359,#906386
Bukiyip_Arapesh [ape],-3.667,142.5,#806F6B
Bukusu [bxk],1.02,35,#9B7E7D
Bularnu [yil],-21.5,137.5,#BCC466
Bulgarian [bul],43,25,#5C625E
Bulgarian_Banat [bul-2],45.7,20.9,#546856
Bulgarian_Moesian [bul-2],42.7,27.75,#686B58
Buli [bzq],0.833,128.5,#878A5C
Bulu [bum],2.917,11.15,#6C8178
Buma [tkw],-11.63,166.83,#B47F74
Bumang [bvp],22.5,96.5,#34A297
Bumbita_Arapesh [aon],-3.667,142.833,#8A8169
Bumthang [kjz],27.8,90.8,#49B869
Bumthang_Ura [kjz-2],27.48,90.905,#52C584
Bunama [bdd],-10.064,151.075,#9B5B93
Bunan [bfu],32.61,76.91,#449773
Bunaq [bfn],-9.1,125.15,#7B6170
Bunaq_Lolotoen [bfn-2],-9.161,125.26,#757E92
Bunaq_South [bfn-3],-9.227,125.393,#7D6A7D
Bunganditj [xbg],-36.5,141,#D5BD83
Bungku [bkz],-3,122.33,#937D63
Bunu [buh],25.5,108.7,#32B3AC
Bunuba [bck],-17.75,125.75,#CBBC9E
Bunun [bnn],23.5,121,#907798
Bunun_Isbukun [bnn-2],23.459,121.056,#768287
Buol [blf],1,121.5,#956E5F
Bura [bwr],10.611,12.195,#248C56
Burarra [bvr],-12.25,134.667,#B6BA64
Buriram_Khmer [kxm-2],15,103.1,#67AC7D
Burji [bji],5.5,37.9,#7A565C
Burmbar [vrt],-16.372,167.749,#A2777C
Burmese [mya],20,96,#54B9A2
Burmese_Arakan [mya-4],20.14,92.9,#4EB9A2
Burmese_Intha [mya-3],20.55,96.92,#5AAFC1
Burmese_Myeik [mya-2],12.43,98.6,#51AA9E
Burmese_Tavoyan [mya-5],14.08,98.2,#4AAFA0
Burmeso [bzu],-2.447,138.209,#A0416F
Buru [mhs],-3.5,126.5,#949369
Burum [bmu],-6.484,147.311,#A28A94
Burun [bdi],10.8,33.8,#A9B163
Burushaski [bsk],36.5,74.5,#47856B
Buryat [bxm],52,108,#776564
Busa [bqp],9.67,4,#9B7786
Bushong [buf],-4.67,21.3,#76AF67
Busoa [bup],-5.62,122.616,#717C70
Butmas Tur [bnr],-15.376,167.028,#B5807F
Buwal [bhs],10.5,13.86,#419262
Buyang [yha],24,104.8,#378F8D
Buyuan Jino [jiy],22.05,101,#5791A3
Bwaidoka [bwd],-9.479,150.311,#8C5385
Byansi [bee],30.17,80.5,#5FB86B
Caac [msq],-20.42,164.42,#85B183
Cabecar [cjp],9.91,-83.68,#688873
Cabiyarí [cbb],-0.1302,-70.6927,#AE66AB
Caddo [cad],33.33,-93.5,#72479F
Cahuilla [chl],33.75,-117.75,#896FA0
Cakchiquel [ckf],14.5,-91,#785296
Callahuaya [caw],-15,-69,#75658F
Caló [rmq],41.5,0,#63676A
Camling [rab],27.3,86.8,#608476
Campa [cni],-12,-74,#974B85
Camsá [kbh],1,-77,#765C75
Candoshi [cbu],-4.17,-77,#814CA2
Canela-Krahô [ram],-6.5,-45,#939EAE
Cantabrian_East [spa-7],43.2,4,#7F6C5E
Cantonese [yue],22.333,114,#6CA9B6
Cantonese_Nanning [yue-4],22.817,108.317,#6BA4BB
Caodeng_rGyalrong [jya-2],32.2,101.8,#19995C
Capanahua [kaq],-7,-74,#874E9A
Cappadocian [cpg],38.66,34.85,#448655
Caquinte [cot],-11.7092,-73.9252,#8C6782
Car [caq],9.167,92.75,#8BAA88
Carapana [cbc],0.45,-71,#965480
Carib [car],7.85,-59,#976E78
Carijona [cbd-2],0.148,-70.708,#944F6B
Carolinian [cal],15,146,#687F5F
Carrier [crx],53.5,-125,#2E40C2
Cashibo-Cacataibo [cbr],-9.1,-75.5,#8D4398
Cashinahua [cbs],-10.5,-71.75,#6B6597
Catalan [cat],41.4,2.3,#6B7459
Catawba [chc],34,-81,#826270
Cauho [pho-6],21.4,102,#53A392
Cavineña [cav],-12.25,-67.5,#896377
Cayapa [cbi],1.2,-78.75,#85726F
Cayuga [cay],42.75,-76.75,#A25D9D
Cayuvava [cyb],-12.5,-67,#824D66
Cebuano [ceb],10,124,#A59F6D
Cemuhi [cam],-20.833,165,#9F9594
Cerkno [slv-18],46.13,13.99,#494D52
Cerma [cme],10.25,-4.85,#859560
Cha'palaachi  [cbi-2],0.838,-78.877,#6C6D70
Chacobo [cao],-12.25,-65,#8E4296
Chadong [cdy],25.2,110.2,#42BEC8
Chaha [sgw],8.2,38,#5D505F
Chakavian [svm],45.17,14.85,#627B61
Chali [tgf],27.3,91,#52C783
Cham_Eastern [cjm],11.333,108.5,#77AC87
Cham_Western [cja],12,105.5,#7E8A87
Chama [ese-2],-11.33,-66.25,#8D64A5
Chamacoco [ceg],-22.3578,-59.7197,#5C6362
Chamalal_Gigatil [cji],42.54,46.06,#375B6E
Chamalal_Nizhnee Gakvari [cji-2],42.53,46.05,#375B6E
Chambri [can],-4.167,143.083,#A07973
Chamicuro [ccc],-5.114,-75.736,#806292
Chamorro [cha],13.583,145,#739D88
Chang [chg],26.23,94.817,#6B9265
Changchow [nan-5],24.75,117.833,#34A1AC
Changchun [cmn-57],43.88,125.32,#49AECF
Changle [cmn-37],25.92,119.55,#3FA5CB
Changpaoyao [bmt-2],25.417,107.88,#30C8B1
Changsha [hsn],28,113,#449DCA
Changting [hak-7],25.83,116.35,#58A0C5
Changzhi [cmn-3],36.167,113,#5B7CB3
Changzhou [wuu-31],31.783,119.967,#2BAFA7
Chantyal [chx],28.75,83.5,#7CAE7A
Chaozhou [nan-2],23.667,116.667,#5E92AB
Chaplino [ess-2],65,-173,#79699D
Chaplino_Alaska [ess-3],63.5,-170.5,#7D6DAA
Chara [cra],6.617,36.238,#545254
Charleroi [wln-2],50.41,4.45,#61815F
Chatino [ctp],16.5,-97.25,#845270
Chatino_Tataltepec [cta],16.3,-97.55,#746B79
Chatino_Yaitepec [ctp-2],16.225,-97.27,#874A75
Chatino_Zenzontepec [czn],17.34,-92.34,#825CAD
Che'_Wong [cwg],3.833,102,#92996F
Chechen [che],43.13,45.54,#2D5076
Cheke Holo_Maringe [mrn],-8.5,159.67,#5E8B63
Chemakum [xch],48.08,-122.93,#7636B3
Chemehuevi [ute-3],34.33,-115.17,#906CA0
Chemnitz [nds-4],50.83,12.92,#697B98
Chenapian [cjn],-4.25,142.33,#917F69
Cheng [jeg],15,107.167,#899359
Chengdu [cmn-14],30.6,104.1,#4D9BC1
Chengfeng [xxx-109],29.685,113.49,#338CA2
Chengqiao [wuu-5],31.63,121.4,#1FA6A7
Chepang [cdm],28.05,83.92,#68B586
Cheremis [mrj],55.624,55.484,#6B7875
Cherokee [chr],35.5,-83.5,#954DB1
Cherokee_lower [chr-2],37.48,-82.53,#9561B1
Cheyenne [chy],43.5,-104,#973FA5
Chichimec [pei],24.87,-103.7,#6C6E71
Chickasaw [cic],34,-88,#6B548D
Chiguano_Izoceño [gui-2],-20,-63,#A15F7E
Chilcotin [clc],52,-125,#465AB9
Chimariko [cid],41,-123,#72599D
Chimila [cbg],10.75,-73,#9B7B73
Chimwiini [swh-2],1.1,43,#607C4A
Chin_Daai [dao],21.1,93.65,#59A7B1
Chin_Falam [cfm],22.9,93.67,#62B381
Chin_Tiddim [ctd],23.333,93.667,#91A077
Chinantec_Chiltepec [csa],17.93,-96.17,#8B7F88
Chinantec_Comaltepec [cco],17.57,-96.55,#7A7C6D
Chinantec_Lalana [cnl],17.62,-95.97,#6C8B64
Chinantec_Lealao [cle],17.34,-95.88,#6F7863
Chinantec_Ojitlan [chj],18.05,-96.4,#8B8A9B
Chinantec_Ozumacin [chz],17.68,-96.23,#78847F
Chinantec_Palantla [cpa],17.85,-96.39,#75809B
Chinantec_Quiotepec [chq],17.6,-96.58,#5A8B6F
Chinantec_Sochiapan [cso],18.65,-95.73,#736EB1
Chinantec_Temextitlan [cco-2],17.59,-96.55,#7E6994
Chinantec_Tepetotutla [cnt],17.26,-96.11,#728370
Chinantec_Tlacoatzintepec [ctl],17.83,-96.55,#818392
Chinantec_Usila [cuc],17.88,-96.52,#6C8889
Chinantec_Valle Nacional [cvn],17.77,-96.3,#86809D
Chinantec_Yolox [xty],17.62,-96.57,#6B876C
Chinook [chh],46,-124,#784FBA
ChiNyanja [nya],-15,35,#5E837C
Chipaya [cap],-19,-68,#5A709F
Chipewyan [chp],59,-106,#4141A3
Chiquitano [cax],-17.5,-62,#854C87
Chiricahua [apm],33.5,-108,#264195
Chiriguano_Chané [gui-3],-17.793,-63.18,#A264A3
Chitimacha [ctm],29.67,-91,#7949A2
Chittagong [ben-2],22.37,91.8,#528873
Chöcangacakha [cgk],27.5,90.88,#43A46A
Chöcangacakha-2 [cgk-2],27.55,90.92,#5EA67D
Chochenyo [cst],37.65,-121.91,#89668F
Chocho [coz],17.67,-97.33,#68558E
Choctaw [cho],32.25,-88.5,#8A4D99
Chokobo [cbo],10.35,8.85,#609B53
Chokri [nri],26.67,93.75,#397668
Chokri-2 [nri-2],25.7,94.3,#406D63
Chokwe [cjk],-9.702,22.876,#615E4C
Cholon [cht],-8,-77.5,#8755A9
Chongqing [cmn-48],29.55,106.6,#49B5C6
Chono [xxx-39],-46,-75,#8B7A86
Chontal [chd],18.17,-92.58,#72598F
Chontal [clo],16.3,-95.5,#745379
Chopi [cce],-24.718,34.744,#4D9177
Chorote [crq],-22,-63,#8B6DA9
Chorti [caa],14.8,-89.3,#806781
Chrau [crw],10.667,107.5,#7CAD71
Chru [cje],11.774,108.575,#969B6A
Chuave [cjv],-6.168,145.119,#9A5676
Chuj [cac],16,-91.5,#897A86
Chuj_Ixtatán [cnm],15.833,-91.483,#85728C
Chukchansi [yok-4],36.99,-119.64,#5F6BBA
Chukchi [ckt],67,-173,#AEA097
Chumash [boi],34.67,-120.25,#3A5CB3
Chumash_Ineseño [boi-2],34.61,-120.09,#395BB2
Chumash_Ventureño [veo],34.22,-118.72,#3C58B3
Chung [scq],14.004,99.55,#70A266
Chungcheong Korean [kor-4],35.83,127.15,#6982A2
Chuukese [chk],7.333,151.75,#9F9787
Chuvash [chv],55.5,47.5,#94738C
Chuxnabán Mixe [pxm],17,-96,#8A6C8F
Ciacia [cia],-5.75,122.75,#937D5A
Čičarija [slv-10],45.55,14,#586663
Cicipu [awc],10.911,5.703,#586C52
CiLuba [lua],-6,22,#617469
Cimbrian [cim],45.62,11.13,#487F5A
Citak [tml],-5.509,139.218,#B85E90
Citumbuka [tum],-11,33.5,#598A5C
Clallam [clm],48.08,-123.75,#6760BB
Classical Malay [xxx-96],2.2,102.5,#95A362
Coahuilteco [xxx-6],28,-100,#6D46AC
Cocama-Cocamilla [cod],-5,-74.3,#AD669B
Cochimi [coj],27.28,-112.89,#7D6489
Coconucan [cca],2.55,-76.65,#A07A89
Cocopa [coc],32.5,-115,#905592
Coeur d'Alene [crd],47.33,-117,#553E82
Cofan [con],0.25,-77,#5D5478
Cog-rtse rGyalrong-2 [jya-4],31.5,102,#339B75
Cogtse Gyarong [jya],32.1,100.9,#417965
Colac [xxx-73],-38.33,143.5,#D1BD80
Colloquial_Tamil [tam-2],9.23,78.12,#917F6E
Comanche [com],33.5,-101.5,#964FBB
Comorian [wlc],-12.25,43.75,#436D51
Comox [coo],49.75,-125,#614AA4
Coos [csz],43.5,-124.17,#4042BD
Cora [crn],23.333,-99,#7C59B7
Cora_Ixcatan [crn-2],20.88,-103.35,#8E69A7
Cornish [cor],50.5,-4.5,#55725A
Corsican [cos],42.1,9.5,#788454
Cotabato Manobo_Kalamansig [mta],6.421,124.29,#966E8A
Cowlitz [cow],46.5,-123.17,#7D5EC8
Cree_East [crl],50.42,-73.87,#924798
Cree_Moose [crm],51.33,-80.5,#9153A8
Cree_Plains [crk],54,-116,#A154AF
Cree_Swampy [csw],54.5,-84,#A35496
Cree_Woods [cwd],58,-102,#9B52AB
Creek [mus],30.41,-85.2,#8C6AA8
Črni Vrh [slv-19],45.92,14.05,#4E564F
Croatian [hrv],45.5,17.3,#646152
Crow [cro],45.5,-108,#7E459D
Cua [cua],15.167,108.667,#6BC16C
Cubeo [cub],1.33,-70.5,#89578B
Cuiba [cui-2],6.5,-70.5,#768198
Cuicatec [xtu],17.98,-96.72,#9353AB
Cuitlatec [qpb],18.1,-100.34,#876997
Cup'ik [esu-2],61.525,-165.65,#7C789E
Cupeño [cup],33.17,-116.5,#8D6C8F
Cuvok [cuv],10.7,14,#506D58
Czech [ces],50,14.5,#4F544F
Da'a [kzf],-1.356,119.549,#9C705A
Daba [dbq],10.1,13.8,#566D5C
Dabu [hak-22],24.35,116.7,#42AACE
Dadibi [mps],-6.55,144.58,#915E9E
Dadua [gal-2],-8.135,125.638,#8C6276
Dafang [cmn-31],27.29,105.66,#52B2C9
Daga [dgz],-10,149.25,#A45789
Dagaare [dga],11.5,-2.5,#708B58
Dagbani [dag],9.58,-0.5,#818F7A
Dagur [dta],48,124,#547D62
Dahalik [dlk],15.75,40.25,#66695C
Dahalo [dal],-2.217,40.483,#475C57
Dai [dij],-7.5,129.5,#9A6E7B
Daju_Dar Fur [daj],12.25,25.25,#809862
Dakaka [bpa],-16.269,167.964,#9D886E
Dakota [dak],43.1,-98.4,#3D5285
Dakpa [dka],27.75,91.5,#4FC580
Dalabon [ngk],-14.25,134,#B0BD6C
Dalian [cmn-8],38.91,121.61,#4CA4C9
Dalmatian [dlm],45.35,14.5,#765C57
Damal [uhn],-4,137.5,#A47295
Damal Wa [uhn-2],-4.185,137.275,#AE7995
Damar_East [dmr],-7.25,128.52,#8A8371
Damar_West [drn],-7,128.5,#938976
Dameli [dml],35.375,71.693,#4E685D
Dami [dad],-5.315,145.613,#A84773
Damin [xxx-7],-16.4,139.35,#C7B987
Damu [adi-11],27.63,94.35,#3FD48A
Dan [dnj],7.5,-8,#77667C
Danau [dnu],22.333,99.333,#45B56C
Danezaa [bea],57,-120,#355AB4
Dangaléat_Western [daa],12.17,18.33,#92A654
Danggaura Tharu [thl],28.1,82.3,#747E69
Dangla [daa-2],12.15,18.25,#94AA4E
Dani [dni],-4,138.917,#9A5AB3
Dani Aikhe [dni-3],-3.95,138.97,#8E649B
Dani Bele [dni-2],-3.93,138.73,#AB6F9D
Dani Gorge [dnt],-4.33,139.13,#A7748A
Dani Hablifoeri [dni-4],-3.640848,138.759428,#907C91
Dani Mugogo [dni-5],-3.97,138.8,#8E8FA5
Dani Wodo [wlw],-3.816,138.718,#AA6E9C
Danish [dan],56,10,#677E82
Danisi [shg],-20.206,25.26,#407D8C
Danyang [xxx-52],32,119.6,#4989B1
Danzhai [cmn-56],26.244,107.895,#449CCA
Danzhou [gan-3],19.5,109.6,#5DA8CA
Dao_Ngan_Tay [tyz],22.3,102.5,#64A788
Darai [dry],27.85,84.1,#6F8D80
Darang [mhu-2],28.67,97.47,#52CAAD
Dargi [dar-2],42.27,47.34,#40466F
Dargwa [dar],42.15,47.4,#404C6D
Dari [prs],36.01,70.026,#5F625D
Darma [drd],29.84,80.517,#78B290
Dasenech [dsh],4.802,36.05,#697D4C
Datian_Houlu [nan-21],25.8,117.75,#4A9AC4
Datian_Qianlu [nan-20],25.7,117.85,#5D88AD
Datooga [tcc],-4.75,36.67,#97866C
Dâw [kwa],-0.15,-67.05,#72A994
Dawawa [dww],-10.151,149.968,#895376
Dawera-Daweloor [ddw],-7.759,130.04,#9C746C
Deang_Guangka [rbb],24.833,99.75,#4DBF7D
Debri [dil],12.04,29.66,#8A8C57
Dedua [ded],-6.381,147.576,#967B72
Dege [khg-6],31.817,98.667,#2CAEA4
Degema [deg],4.75,6.75,#769B65
Dehong [tdd],24,98,#6399AD
Deirate [tad-2],-3,137.17,#94458E
Dekwana [mch],4.5,-63.5,#8A4899
Dela-Oenale [row],-10.92,123,#956679
Delaware [unm],41.5,-74.67,#76657C
Demena [mbp],10.9,-73.6,#834B68
Denaina [tfn],62,-150,#493DBD
Dengebu [dec],10.6,29.9,#97A971
Dení [dny],-6,-68,#8C559A
Deni [stc],-10.83,166.08,#9E7F8D
Denjongkha [sip],27.5,88.5,#47A670
Dényá [anv],5.963,9.309,#6FA15A
Desano [des],0.579,-69.067,#96727F
Deuri [der],27.23,94.1,#6A9A60
Dhalandji [dhl],-22.7,115.2,#D3BF84
Dhao [nfa],-10.83,122.75,#859461
Dharawal [tbh],-34.5,150.5,#CEB686
Dharuk [xxx-8],-33.1,151.75,#CEBA86
Dharumbal [bjy],-22.75,150,#BBB06C
Dhatki [mki],24.74,69.8,#3E816C
Dhimal [dhi],26.6,86.75,#708874
Dhudhuroa [ddr],-36.5,148,#CBA487
Dhurgal [xxx-74],-35.67,150,#CEA589
Dia [dia-2],-3.476,142.413,#986E87
Dibabawon Manobo [mbd],7.83,126,#9B8678
Dida [dic],5.518,-5.245,#618976
Didinga [did],4.33,33.6,#7F9E4D
Didra [tdr],14.527,108.251,#939D68
Diegueño [dih],32.67,-116.17,#8B58B1
Digaru Mishmi [mhu],28.2,96.2,#719C77
Dii [dur],8.07,13.882,#54925C
Dimasa [dis],25.33,93,#887A69
Dime [dim],6.25,36.33,#33775F
Dimili [diq],38,40,#485859
Ding'an [nan-8],19.7,110.32,#607A93
Dingri [bod-4],28.567,86.633,#71B28B
Dinik [aft],12.458,30.751,#9C915B
Dinka [dip],8.5,28,#9EC86B
Diola [dyo],13,-16,#949062
Diola-Husuy [dyo-2],12.58,-16.3,#75856F
Dixon Reef [dix],-15.5,167.5,#A4857E
Diyari [dif],-28,139,#C8BA74
Dizi [mdx],6.17,36.5,#694964
Djabugay [dyy],-16.65,145.5,#C9B389
Djambarrpuyngu [djr],-12,135.5,#BACB66
Djapu [duj],-12.667,136,#C6B97C
Djaru [ddj],-18.75,128,#D0B986
Djeoromitxi [jbt-2],-12.1,-63.1,#915B71
Djinang [dji],-12.5,134.833,#B5BA6C
Djingili [jig],-17.25,133.833,#CBB386
Dla [kbv],-3.7,142.05,#9F5F85
Doabi [pan-2],30.1,76.17,#4B7569
Dobel [kvo],-6.083,134.5,#AE5B77
Dobu [dob],-9.75,150.83,#9A5D8E
Dogon [dbu],14.5,-2.5,#A08161
Dogrib [dgr],65,-115,#45379B
Dohoi [otd],-0.5,113,#A86479
Dolpo [dre],29,83,#5CBA74
Dom [doa],-6,144.917,#A56C8C
Dong [doc],26,109,#64B48B
Dongolawi [doo],18,32,#7F744F
Dongwang [khg],28.25,99.55,#36AB7C
Dori'o [dor],-9.2,160.83,#B36F84
Dorig [wwo],-14.35,167.57,#A47A7D
Doromu_Koki [kqc],-9.629,147.914,#A34E73
Doutai [tds],-3.25,138.25,#8C5292
Doyayo [dow],8.67,13.08,#7C5E63
Drehu [dhv],-21,167.083,#677C74
Drokpa [bod-5],29.05,84.5,#73BE87
Dschang [ybb],5.45,10.067,#378F7D
Duala [dua],4.3,9.8,#897B7E
Duau [dva],-10,151.17,#8C6E7E
Duka [dud],11.17,5.08,#6A7163
Dulong [duu],28,98.333,#6CB871
Dumagat_Casiguran [dgc],16.653,122.303,#928A76
Dumaki [dmk],36.167,74,#3A8B68
Dumbea [duf],-22.094,166.372,#A3A072
Dumi [dus],27.25,86.67,#6EBB82
Dumo [vam],-2.667,141.25,#895590
Dumun_Saep [dui],-5.53,146.083,#9A7782
Duna [duc],-5.417,142.5,#8680AA
Dura [drq],28.5,84.25,#63B780
Duruwa [pci],19.07,82,#B4AA73
Dusun_Deyah [dun],-2,115.5,#8D8466
Dusun_Malang [duq],-0.732,115.108,#998064
Dusun_Tambunan [kzt],5.686,116.376,#9F8779
Dusun_Witu [duw],-1.576,114.857,#998064
Dusur [vam-2],-2.75,141.33,#8C8D8F
Dutch [nld],52,7,#7B746D
Duungidjawu [wkw],-26.222,152.081,#C9B18B
Duvle [duv],-3.139,137.976,#6D768F
Duwet [gve],-6.441,146.886,#857D64
Dye [gng],10.177,0.449,#95A860
Dyirbal [dbl],-17.583,145.5,#CCB28C
Dzala [dzl],27,91.5,#4EC781
Dzongkha [dzo],27.5,89.5,#53C46B
E [eee],25.05,109.25,#5BA2BD
East Flemish [vls-3],51,3.75,#637D66
East_Franconian [vmf],50.57,10.42,#657965
Ebang [hbn],11.214,30.524,#B5AE8E
Ebriach [slv-3],46.76,13.82,#4B5356
Ebrie [igb],5.3,-4,#988980
Eda [kad],9.87,7.95,#558871
Edolo [etr],-6.083,142.667,#964EA6
Efik [efi],4.92,8.5,#9A7E90
Ega [ega],5.5,-5.5,#5B926A
Eipomek [eip],-4.322,140.079,#90865F
Eivo [eiv],-6.056,155.333,#A24792
Ejagham [etu],5.6,9,#808868
Ekagi [ekg],-3.917,136.25,#AE6093
Ekoti [eko],-16.538,39.677,#59995F
Eleme [elm],4.763,7.242,#818661
Elfdalian [swe-2],61.2,14.075,#62976F
Elopi [dbf],-3.083,137.333,#8E518B
Eloyi [afo],8.001,7.844,#5A9255
Elseng [mrf],-3,140.5,#917E7C
Emae [mme],-17.033,168.167,#8D847E
Emai [ema],7,5.9,#655A4F
Embaloh [emb],1.1628,112.37,#9CAE76
Embera_Baudo [bdc],5.2,-76.8,#75786B
Embera_Caito [cto],7.5,-77.75,#685D6F
Embera_Chamí [cmi],5,-76,#8C516D
Embera_Saija [tdc],4.5,-77.2,#747B72
Embera_Saija_2 [emp],-6.673,-77.365,#894E74
Embera_SanJuan [tdc-2],6,-75.85,#7C7476
Emerillon [eme],2.9266,-53.0419,#785D8B
Emplawas [emw],-8.035,129.729,#A4797D
Enawené-Nawé [unk],-13.2294,-58.8853,#956191
Ende [end],-8.83,121.67,#777656
Enga [enq],-5.48,143.668,#A88996
Engenni [enn],5.17,6.38,#7E656A
Enggano [eno],-5.333,102.25,#975995
English [eng],52,0,#53675E
English_Irish [eng-5],54,-6.5,#576860
Enping [yue-8],22.183,112.3,#6796AC
Enschede [nld-2],52.22,6.9,#556C6D
Epena [sja],3,-77,#7F707F
Epie [epi],5.036,6.246,#746A64
Erave [kjy],-6.608,143.898,#AC59A0
Ere [twp],-2.153,147.063,#A77C81
Ergong [ero],30.983,101.133,#1DA5A6
Eritai [ert],-2.75,138,#9B508E
Erre [err],-12.279,132.903,#CDBB83
Erromintxela [emx],43,-2,#5F716B
Ersu [ers],29.02,102.712,#169F7D
Erzgebirgisch [nds-3],50.58,13,#597395
Erzya [myy],52,45.5,#3E8858
Esan [ish],6.743,6.142,#567852
Ese Ejja [ese],-11,-65.9,#814593
Esmeraldeño [xxx-10],1,-79.5,#845E67
Esselen [esq],36.25,-121.75,#936AA2
Estonian [est],59,25,#8D7D85
Eton [etn],-17.75,168.53,#B78389
Eton [eto],4,11.5,#6E966C
Etsako [ets],7.067,6.267,#686370
Etulo [utr],7.85,9.4,#6A935E
Even [eve],68,130,#879F5E
Evenki [evn],56,125,#91985E
Ewage-Notu [nou],-8.865,148.479,#A06A86
Ewe [ewe],6,1,#669D74
Ewondo [ewo],4.5,12,#6C8E77
Extremadura [ext],39,-6,#85805C
Eyak [eya],60.5,-145,#5553C0
Faetar [ita-2],41.32,15.16,#6D845D
Fagani [faf],-10.5,161.611,#A27B7F
Faiwol [fai],-5.528,141.744,#A66B91
Fang [fan],0.5,11,#488675
Fante [aka-2],5.912,-0.996,#896E75
Faroese [fao],61.5,-7,#638476
Farsi [pes],32,54,#5B4953
Fasu [faa],-6.417,143.167,#A94B96
Fataleka [far],-8.58,160.83,#B26485
Fataluku [ddg],-8.5,127,#8B528A
Fayu [fau],-3.138,136.885,#933E8B
Fe'fe' [fmp],5.25,10.17,#63767B
Fengshun [hak-21],25.72,116.2,#53A3C7
Fering Fries [frr],54.7,8.5,#62865A
Feroge [fer],8.75,26,#84AA55
Fijian [fij],-18,178.333,#B0858C
Fijian_Boumaa [fij-2],-16.83,179.83,#A07F78
Fijian_Eastern [fij-3],-16.82,-179.87,#BC7C76
Fijian_Western  [wyy-2],-17.17,177.33,#A2686F
Finnish [fin],62,25,#925F7A
Finnish_Peräpohjola [fin-5],66.72,27.43,#985F86
Finnish_Rauma [fin-3],61.13,21.5,#945E83
Finnish_Savonian [fin-4],62.58,27.82,#8C6075
Finnish_Western [fin-2],63.5,24.25,#985F86
Finongan [fag],-6.351,146.606,#8F7D77
Flemish [vls],51.2,3.2,#676E74
Flinders Island [fln],-14.184,144.255,#B3BD58
Foau [flh],-3,139.17,#A5498F
Foe [foi],-6.333,143.5,#85497A
Foia Foia [ffi],-7.717,143.165,#8A5386
Folopa [ppo],-7.002,144.511,#885192
Fon Gbe [fon],6.42,2.17,#6D557E
Foodo [fod],9.6,1.77,#6B8B52
Fordata [frd],-7.17,131.5,#898B70
Fore [for],-6.75,145.5,#A95DB3
Fort Senal [frt],-15.416,166.924,#8D867E
Fox [sac],43,-83,#894CA1
Fraser [xxx-40],49.67,-121.33,#7E68C6
French [fra],48,3,#5D6B77
Frisian [frs],53.2,5.76,#678B58
Friulian [fur],46.2,13,#7E8551
Fu'an [cdo-10],27.09,119.65,#67A3D3
Fula [fuh],11.5,-12.5,#95955C
Fuliiru [flr],-3.4,29.15,#736D87
Fulniô [fun],-8.2,-37.3,#7E6DA5
Fuqing [cdo-5],25.725,118.4,#72A3D0
Fur [fvr],13,25,#929E5D
Futuna_East [fud],-14.29,-178.16,#9F739D
Futuna_West [fut-2],-19.667,170.667,#9A767C
Fuyuge [fuy],-8.667,147.333,#8E6182
Fuzhou [cdo],26.5,119,#7FA1BE
Fwai [fwa],-20.67,164.67,#669D82
Fyam [pym],9.65,9.25,#678052
G||abake [hio],-23.109,26.826,#5D6C9C
Gã [gaa],5.67,-0.17,#78705D
Ga'anda [gqa],10.33,12.58,#7A7573
Gaagudju [gbu],-12.583,132.833,#C7B686
Gaahmg [tbi-2],11.767,34.35,#759074
Gabadi [kbt],-9.006,146.932,#9B7468
Gabigabi [xxx-11],-25.5,153,#C8B28A
Gabrielino [xgf],33.93,-118.4,#966993
Gadaba [gdb],19,83.667,#8C7956
Gaddang [gad],16.515,121.194,#A17F71
Gadsup [gaj],-6.333,146,#A8589E
Gadsup-Akuna  [gaj-2],-6.39,146.031,#A976A1
Gadsup-Ontena [ont],-6.444,145.757,#9965AE
