name,latitude,longitude,color
Gafat [gft],11.008,35.19,#516456
Gahuku [gah],-6.083,145.4,#894BA8
Gaikundi [gbf],-4,143.17,#9C6371
Gail Valley [slv-4],46.61,13.89,#4C5750
Galela [gbi],2,128.417,#9D8E5A
Galeya [gar],-9.576,150.846,#9C7D89
Galice [gce],42.42,-124.43,#5D3FB5
Galician [glg],43.4,-5.8,#88895C
Galician_west [glg-2],43.18,-8.7,#8D8960
Galke [gke],8.4,14.167,#547656
Galo [adi],28,94.75,#89AE79
Galolen [gal],-8.58,126,#A3578C
Galpu [dhg],-11.947,135.775,#C6AC77
Galu [dia],-3.504,142.275,#977C72
Gamilaraay [kld-2],-31,149.5,#CDB788
Gangwon Korean [kor-6],37.75,128.9,#6986A8
Ganja [bjt],12.563,-15.688,#82A85A
Ganyu [cmn-27],34.9,119.04,#5197CF
Ganza [gza],10.25,34.9,#807769
Gao [gga],-8.351,159.788,#8B7869
Gaoan [xxx-54],28.667,115,#5D92B1
Gapapaiwa [pwg],-9.8,149.833,#936378
Garawa [gbc],-17.25,137.667,#D0BC8A
Garhwali [gbm],30.767,78.587,#76686C
Garifuna [cab],15.85,-85,#90556A
Garig [ilg],-11.25,132.33,#D4AC8A
Garlali [nbx-2],-28.5,144.5,#C0C764
Garo [grt],26,90,#977B7F
Gascon [oci-2],43.02,0.95,#596366
Gasu [ykt],24.05,105.07,#25B4A6
Gathang [kda],-32,152.5,#CBB189
Gavião [gvo],-11,-61,#92A973
Gavião_Pará [gvp],-4.7452,-49.2521,#A275AF
Gawar-Bati [gwt],35.31,71.55,#487869
Gawwada [gwd],5.431,37.238,#76577B
Gayo [gay],4.55,96.95,#8A8D62
Gazhuo [kaf],24.093,102.75,#41AFC0
Gbanu [gbv],5.25,17,#5D7576
Gbanzili [gbg],5.114,19.815,#6C9774
Gbaya-Kara [gya],6,15,#7C8A5D
Gbaya-Mbodomo [mdo],4.5,15,#718E58
Gbeya [gya-2],6.491,17.455,#5D974D
Gbeya_Bossangoa [gbp],6.67,17.5,#6CAA59
Ge'ez [gez],14,39,#90776D
Gebe [gei],0,129.5,#88825A
Gedaged [gdd],-5.05,145.88,#8C847D
Gedeo [drs],6.158,38.196,#7F495D
Gela [nlg],-9.167,160.333,#996A78
Gelao [gio],22.92,105.5,#2F96AA
Gelao_Sanchong [gio-2],27.8,107.325,#21B7AD
Geman [mxj-2],27.93,93.48,#57AFAD
Gende [gaf],-5.674,145.162,#955E7A
Genoese [lij],44.4,8.9,#62764F
Geordie [eng-6],54.99,-1.46,#50695F
Georgian [kat],41.72,44.78,#3A4B67
Gepu [ygp],25.87,102.59,#29AA9F
German [deu],50,10,#4A7271
German_Austrian [deu-4],47.07,15.43,#6A77A2
German_Swiss [gsw],46.975,8.405,#74818C
Geser [ges-2],-4,131,#9B786A
Geser-Gorom [ges],-3.886,130.933,#957B62
Ghadamese [gha],30.13,10,#636551
Ghale [ghe],28.25,84.9,#77BC9C
Ghale_Uiya [ghh],28.284,84.885,#5FB49C
Ghanonga [ghn],-8.08,156.5,#9F6B74
Ghari_Gae [gri],-9.33,159.58,#9D778E
Ghari_Ndi [gri-2],-9.5,160.25,#997488
Ghomara [gho],35.57,-5.37,#575769
Gibaio [kiw],-7.406,144.699,#A06270
Gidra [gdr],-8.817,143.034,#98905F
Gikuyu [kik],-0.75,36.75,#977377
Gilaki [glk],37.75,49,#556451
Giman [gzn],-0.25,128,#89865C
Gimi [gim],-6.639,145.377,#985579
Girawa [bbr],-5.333,145.313,#AF6191
Gitksan [git],55.33,-127.75,#506FA0
Gitua [ggt],-6.002,147.486,#9A817C
Gizra [tof],-9.157,142.803,#968B6F
Glavda [glw],11.106,13.81,#3F894C
Gobasi_Oiba [goi],-6.462,142.142,#8F438A
Godoberi [gdo],42.63,46.11,#5B5C8D
Goemai [ank],8.67,9.75,#549A4D
Goeng-Goeng [xxx-75],-25,151.83,#C4B189
Gog-narr [xxx-76],-18.1,141.6,#C3AF7D
Gogodala [ggw],-8.083,143,#A5558C
Gojri [gju],33,76,#476560
Gokana [gkn],4.578,7.366,#6D6E75
Gold [gld-2],49.853,136.762,#9A8069
Golden Palaung [pll],22.97,97.17,#3BB16C
Golin [gvf],-6.25,144.833,#A1657A
Gondi [gno],19,84.6,#986F53
Gongduk [goe],27.075,91.145,#6B9161
Gonja [gjn],8.5,-0.5,#85945D
Gonja_Hill [gjn-2],8.9,-0.8,#6E8883
Gooniyandi [gni],-18.5,126.6,#C5B898
Gorani [srp-4],41.98,20.66,#5D6353
Gorazkhon [pes-2],36.44,50.59,#67624B
Gorontalo [gor],0.5,122,#A87871
Gorum [pcj],18.5,82.833,#9F7E60
Gottscheerish [cim-3],45.64,14.86,#467082
Great Andamanese [apq],12,92.67,#9DAC7D
Grebo [gry],5.3,-8,#82A77D
Greek [ell],38,23,#608262
Greek_Cypriot [ell-2],35.5,32.7,#695F75
Greek_Lesbian [ell-5],39.17,26,#5B8965
Greek_northern [ell-4],40.3,22,#6B8277
Green_Hmong [hnj],28,105,#368BA6
Greenlandic [kal],61,-48,#8665A0
Griko [ell-3],40.35,18.17,#72865D
Gros Ventre [ats],48.5,-108.75,#8E58A1
Gtaq [gaq],18.633,83.5,#958E69
Gtob [gbj],18.583,82.867,#9D8F66
Guahibo [guh],5,-69,#7D537D
Guajá [gvj],-3.8641,-46.1477,#A564B6
Guajajara [gub],-5,-45,#8F66B1
Guajira [guc],12,-72,#A0638D
Guambiano [gum],2.5,-76.67,#956492
Guanano [gvc],1,-69.75,#91667C
Guangde [wuu-xxx],30.941,118.759,#2BB4A5
Guangshun [hmm],26,106.45,#5EAFB2
Guarani [gug],-23,-56,#9A6988
Guarani_Bolivia [gui],-20.25,-63.5,#96678D
Guarani_Paraguay [gug-2],-23.5,-57.5,#796E6A
Guarayu [gyr],-15.5,-61.4,#9C619E
Guarijio [var],27.75,-108.67,#9E5A95
Guató [gta],-16,-66,#915472
Guatuso [gut],10.67,-84.82,#9E7078
Guayabero [guo],2.709,-71.98,#84536C
Guaymi [gym-2],8.77,-81.73,#8B7566
Gubeeher [bcb],12.5,-16.5,#7C9C62
Gudandji [nji],-16.33,136.6,#CEB78D
Gude [gde],10.05,14.3,#64815A
Guere [gxx],7.33,-7.67,#6BA377
Gugada [ktd],-30,134,#CEB288
Gugu-Badhun [gdc],-18.549,144.484,#CE9F8C
Gugu-Bujun [xxx-77],-18,144.75,#CCB78C
GuhuSamane [ghs],-8,147.25,#976E75
Guichicovi Lowland Mixe [mir],16.9,-95,#787A75
Guilin [cmn-41],25.273,110.29,#5AA5D1
Guiqiong [gqi],30.055,101.964,#04A19E
Guiyang [cmn-55],26.573,106.706,#5B95C5
Guizhu [hme],26.43,106.67,#4883B7
Gujarati [guj],23,72,#5C6B55
Gula-Iro [glj],10.25,19.42,#9B8A84
Gumawana [gvs],-9.25,150.833,#946285
Gumbaynggir [kgs],-30.4,152.5,#CBB187
Gunbarlang [wlg],-11.8,133.7,#CBB284
Gundungura [xxx-65],-34,151,#CEA487
Gunggara [kvs],-17.5,141.17,#C1A17F
Gününa Yajich [xxx-41],-38,-62.5,#616C89
Gununu-Kena [cag],-41.5,-65.6,#635793
Gupapuyngu [guf],-12.166,135.466,#B9B164
Gurage_East [stv],7.794,38.243,#66605A
Gurage_West_Chaha [sgw-3],8.119,37.931,#4F575F
Gureng Gureng [gnr],-25.25,151,#C8B085
Gurenne [gur],10.785,-0.848,#58997A
Gurindji [gue],-17.401,130.805,#D4B284
Gurma [gvm],12.651,0.491,#929C78
Gurr-goni [gge],-12.25,134.417,#C6B484
Gurung [gvr],28.333,84.333,#6EAD83
Gurung_Sikles [gvr-2],28.358,84.105,#689378
Gusii [guz],-0.677,34.772,#957979
Gusiilaay [gsl],12.79,-16.52,#7EA36E
Gussenhoven [nld-6],50.8,5.05,#556C5E
Gutian [cdo-6],26.575,118.75,#6AA0D1
Guugu Yimidhirr [kky],-15,144.833,#CDB185
Guwa [gwu],-27.83,149,#D2AD88
Gwahatike [dah],-5.652,146.468,#987F6B
Gwandara [gwn],8.84,7.878,#856B61
Gwari [gby],9.5,7,#6F5E65
Gwere [gwr],1.131,33.88,#799E46
Gwich'in [gwi],67,-146,#314BB1
Gyalsumdo [bod-7],28.552,84.24,#71B390
Gyeongsang [kor-2],35.85,128.6,#7A7EAD
Haa Zongkha [dzo-2],27.135,89.12,#3FB66C
Haags [nld-7],52.08,4.32,#67747D
Habun [hbu],-8.7,126.05,#A66F71
Hadiyya [hdy],7.55,37.85,#7E475F
Hadza [hts],-3.75,35.17,#466A77
Haerbin [cmn-22],45.75,126.63,#5198CF
Haida [hdn],53,-132,#5C77CE
Haikou [nan-xxx],20.043,110.342,#5A8199
Haininh [mji],20.1,106.225,#42A181
Haisla [has],54,-128.75,#4B4ABC
Hajong [haj],26.2,90.5,#79846D
Hakha_Lai [cnh],22.667,93.667,#44B17E
Hakka [hak],24.25,116.5,#75A6B5
Hakö [hao],-5.064,154.612,#9E7D72
Halang [hal],14.662,107.575,#5CAA5C
Halia [hla],-5.25,154.75,#938274
Halkomelem [hur],49.5,-122.5,#5C3BC1
Hamer [amf],5,36.5,#6FA05A
Hamgyong Korean [kor-7],43.13,129.18,#7791BC
Hän [haa],65,-140,#2D628D
Hanga_Hundi [wos],-3.833,142.833,#935B7A
Hangzhou [wuu-2],30.25,120.167,#47B2C1
Hani [hni],23.48,100.7,#429888
Hanis [csz-2],43.43,-124.23,#4A66C1
Hanunoo [hnn],12.33,121.25,#A28173
Haoni [xxx-126],23.42,101.73,#38A8C0
Haroi [hro],13.335,108.907,#68A170
Harsusi [hss],19.7,55.85,#545A66
Haruku [hrk],-3.58,128.5,#AE7193
Hasköy Arabic [arb-2],36.685,41.7,#4F6955
Hatam [had],-1,134,#8F7A64
Hateruma [rys],24.06,123.78,#806894
Hausa [hau],12,7,#67496B
Haush [xxx-12],-54.7832,-64.2848,#875C9B
Havasupai [yuf-2],35.75,-112.5,#955886
Hawaiian [haw],21,-157,#B158A7
Hayu [vay],27.25,86,#6AA47E
Hdi [xed],11.87,13.72,#408F82
Hebrew [heb],31.75,35.17,#5D4971
Hefei [cmn-35],31.87,117.283,#3DB3C5
Helong [heg],-10.25,123.67,#9D9079
Herero [her],-21,20,#8C7E6F
Heshan [yue-9],22.767,112.95,#61A7BD
Hessian [sxu],49.5,8.45,#80938D
Hewa [ham],-5.066,142.489,#A44FA9
Hewa [ski-2],-8.603,122.73,#88955E
Hianacoto [cbd],1,-72,#85759E
Hidatsa [hid],48,-110,#974895
Higi [hig],10.569,13.321,#398952
Hiligaynon [hil],10.25,123,#959D78
Hill Miri [mrg-2],27.945,93.88,#798A5F
Hill_Madia [mrr],18.9,81.35,#C46DAE
Hindi [hin],27,80,#66765A
Hinukh [gin],42.274,45.793,#746972
Hitu [htu],-3.67,128.17,#A98680
Hiw [hiw],-13.25,166.5,#947BA6
Hixkaryana [hix],1.5,-60,#7A5265
Hkongso [mro],21.5,93,#46BC83
Hlai [lic],19.05,109.9,#4BC393
Hlersu [hle],24.05,101.975,#279C86
Hmar [hmr],25,92.2,#47B279
Hmong_Taigong [hea],26.63,108.28,#3889A0
Hmu_Northern [hea; hms],26.77,108.22,#2DA2CB
Hmwaveke [mrk],-20.92,164.58,#589BA3
Ho [cmn-39],21.68,102.1,#2FA7C6
Ho [hoc],22,86,#966E69
Hoava [hoa],-8.17,157.58,#9A757C
Hobyot [hoh],16.21,52.2,#4B5556
Holoholo [hoo],-5.5,28.25,#8C796B
Homshetsma [hye-3],40.72,41.44,#487A83
Hong Kong Hakka [hak-18],22.31,114.23,#59849E
Hopi [hop],36,-110,#9385B3
Horjul [slv-20],46.02,14.3,#464F54
Hote_Misim [hot],-7.027,146.924,#9A777F
Hoti [yau],5.5116,-65.496,#8B7D84
Houan [wuu-27],30.7,118.5,#36A9C8
Hoyahoya [hhy],-7.797,143.27,#975A8A
Hpun [hpo],24.27,97.23,#45919C
Hre [hre],15,108.667,#7B937C
Hresuk [adb],-8.22,125.61,#989273
Hu [huo],22.08,100.895,#67A6A8
Hua [ygr],-6.333,145.3,#9C5B75
Huambisa [hub],-4.26,-77.84,#935399
Huaqie [sfm],27.3,105.3,#3D90A8
Huastec [hsf],22.08,-99.33,#7F36A4
Huastec_San Luis Potosi [hva],22.6,-100.43,#795B83
Huave [huv],16.2,-95,#8E5889
Huaxuan [yue-10],23.4,113.2,#6DAFB7
Huayang [czh],30.05,118.6,#40AFC9
Huayuan [mmr],28.3,109.7,#18A19D
Huichol [hch],22,-104,#A45EAA
Huitoto_Minica [huu],-2.4,-72.25,#936F61
Huitoto_Murui [hux],-1,-73.5,#954663
Hula [hul],-10.03,147.7,#AB7994
Huli [hui],-5.845,142.947,#A57B8E
Humla [hut],29.97,81.82,#3DC05A
Hungarian [hun],47,19,#5E8759
Hunzib [huz],42.16,46.23,#384673
Hup [jup],0.167,-69.25,#886C92
Hupa [hup],41.08,-123.67,#5D69C0
I’saka [ksi],-2.9,141.4,#9A5D9B
Iaai [iai],-20.417,166.417,#758A5E
Iamalele [yml],-9.38,150.588,#7F5696
Iatmul [ian],-4.25,143.25,#958E98
Iau [tmu],-3.167,138,#994F98
Iban [iba],2,112,#8DA16A
Ibanag [ibg],17.411,121.875,#7B845E
Ibibio [ibb],5.025,7.929,#998D88
Icelandic [isl],65,-19,#5F917A
Ida'an [dbj],5.364,118.63,#998469
Idaté [idt],-8.75,125.91,#A06777
Idi [idi],-8.667,142.333,#9B9160
Idu Mishmi [clk],29,96,#5EAA68
Idun [ldb],10.33,7.75,#458868
Iduna [viv],-9.417,150.25,#905288
Ifugao_Amganad [ifa],16.912,121.019,#A2848A
Ifugao_Batad [ifb],16.833,121.083,#A99386
Ifugao_Bayninan [ify-2],16.704,120.976,#A2848A
Igala [igl],7.112,6.739,#7C9161
Igbo [ibo],6,7.33,#648962
Igede [ige],7,8.17,#8D8C6A
Ignaciano [ign],-12.5,-65.5,#954689
Iha [ihp],-2.8,132.35,#8B707B
Ik [ikx],3.75,34.17,#61955B
Ika [arh],10.75,-73.5,#794B6B
Ika [ikk],6.252,6.2,#5C8453
Ikema [mvi-2],24.93,125.24,#606C85
Ikpeng [txi],-12,-54,#B18382
Ikwerri [ikw],4.838,6.986,#5D7660
Ila [ilb],-15.737,26.04,#6F6C69
Ilgar [ilg-2],-11.58,133,#D4AC8A
Ili Turki [ili],44.45,84.99,#687575
Ili'uun [ilu],-7.867,125.837,#9B6C75
Ilianen Manobo [mbi],7.25,124.83,#9B7D71
Ilokano [ilo],16,121,#837663
Ilongot [ilk],16.253,121.445,#91848D
Imbongu [imo],-6.17,144.08,#B36788
Imroing [imr],-7.967,129.651,#C2768A
Inanwatan [szp],-2.17,132,#9F4E8E
Iñapari [inp],-12.0875,-69.5439,#9274A9
Indonesian [ind],-2.5,104.75,#93A263
Indus_Kohistani [mvy],35.25,73.5,#56855E
Indus_Kohistani_Kanyawali [mvy-2],35.62,73.47,#3B8566
Ingessana [tbi],11.5,34,#95B666
Ingush [inh],42.97,44.77,#3B4A6A
Inibaloi [ibl],16.326,120.655,#A3976F
Inner Carniolan [slv-11],45.72,14.42,#4A5850
Inor [ior],8,37.75,#486F5D
Inuktitut_Aivilik [ikt-8],64,-83,#956F95
Inuktitut_Kivalliq [ikt-7],64.3,-96,#9D6FA4
Inuktitut_Labrador [ike-3],58.2,-62.75,#A271A0
Inuktitut_North Baffin [ikt-5],70.5,-79,#9D6FA2
Inuktitut_Nunavik_north [ike-4],62.25,-75.5,#A26E9F
Inuktitut_Nunavik_south [ike-2],60,-77,#9F6EA1
Inuktitut_South Baffin [ikt-6],66.7,-73,#A271A0
Inuktun [kal-2],77.47,-69.25,#997CA3
Iñupiaq [esi],68.13,-151.72,#87829A
Iñupiaq_Northern_Anaktuvuk [esk-2],68.15,-151.6,#88739E
Iñupiaq_Seward_Bering Strait [esi-2],65.76,-168.95,#846A98
Iñupiaq_Seward_Qawiaraq [esi-3],65.6,-167.5,#7F6593
Inuttut [ike],55,-59,#A071A3
Inuvialuktun [ikt],68.5,-135,#8A6283
Inuvialuktun_Kangiryuarmiutun [ikt-2],67.825,-115.1,#8A6C89
Inuvialuktun_Natsilingmiutut [ikt-3],68,-95,#836888
Inuvialuktun_Uummarmiutun [ikt-4],68.2,-135,#836E9B
Inxokvari [khv-2],42.259,46.117,#424470
Iowa-Oto [iow],36,-95.5,#617BA1
Iquito [iqu],-3,-74,#A6559A
Irabu_Ryukyu [mvi-3],24.833,125.183,#855391
Iranun [ill],6.42,116.418,#A38E6F
Iranxe [irn],-13,-58,#845E8B
Iraqw [irk],-3.5,35,#628572
Irarutu [irh],-3,133.5,#8D6362
Iraya [iry],13.442,120.572,#9D867C
Iresim [ire],-3.45,135.071,#9A516A
Iria [irx],-3.42,133.5,#904E72
Irires [xxx-91],-1.25,133,#93546C
Irish [gle],53,-7,#6B7665
Irula [iru],11,77,#A56C5D
Isala [sil],10.873,-1.98,#57A06A
Ishkashmi [sgl],36.713,71.587,#4F5B5D
Isirawa [srl],-1.92,138.5,#977482
Isneg [isd],18.226,121.086,#A5838C
Isoko [iso],5.5,6.25,#5E8D59
Istrian [slv-12],45.6,13.77,#4E564F
Italian [ita],43,14,#5E6B58
Itawis [itv],17.765,121.602,#80825F
Itbayaten [ivv-3],20.75,121.83,#867E68
Itelmen [itl],57,157.5,#68967C
Itneg_Binongan [itb],17.668,120.796,#A48692
Itonama [ito],-12,-65,#855283
Itza [itz],16.99,-89.8,#7265A4
Iu_Mien [ium-2],26,110,#5BA499
Ivatan_Itbayaten [ivv-2],20.415,121.957,#7D9768
Ivatan_Southern [ivv],20.33,121.83,#8B9674
Ivori [ago],-7.456,145.583,#B4759B
Iwaidja [ibd],-11.5,132.667,#D2B787
Iwal [kbm],-7.226,146.991,#997C71
Iwam [iwm],-4.25,141.83,#A38188
Ixcatec [ixc],17.85,-97.18,#765F6A
Ixil [ixl],15.5,-91.2,#835D87
Iyo [nca-2],-5.807,146.143,#9E6D8C
Izi [izi],6.332,8.104,#6F846C
Izumo Japanese [jpn-4],35.37,132.75,#87647F
Jabutí [jbt],-12,-63,#9C478E
Jacaltec [jac],15.75,-91.75,#7E6290
Jagoi [sne],1.395,109.984,#959F64
Jah_hut [jah],3.667,102.25,#8DA86A
Jahai [jhi],5.9,101.5,#8E7B69
Jambi Malay [jax],-1.75,103,#96B66A
Jaminjung [djd],-15.083,130.5,#CAC38C
Jamul Tiipay [dih-2],32.17,-116.5,#8A569A
Janjero [jnj],7.85,37.517,#5F6C4F
Janji [jni],10.17,8.579,#789260
Japanese [jpn],37,140,#786093
Japanese_Ibaraki [jpn-6],36.23,140.28,#7E5E93
Japanese_Nagoya [jpn-7],35.18,136.9,#706794
Japanese_Umpaku [jpn-8],35.45,133.77,#805C93
Japhug [jya-3],31.9,102.22,#38CC85
Japreria [jru],10.5,-72.75,#91669A
Jaqaru [jqr],-12.85,-76,#65818F
Jarai [jra],13.914,107.753,#7AB071
Jarawa [anq],11.167,92.5,#988B68
Jarawa [jar],9.9,9.8,#677D52
Jarawara [jap],-8.1,-67,#B44E8B
Jaun Valley [slv-5],46.7,14.73,#48546C
Javanese [jav],-7.5,110.667,#7FA757
Jawoyn [djn],-14.2,132.866,#B6BD6A
Jebero [jeb],-5.2,-76.4,#A38A92
Jeh [jeh],15.17,107.83,#8F9873
Jeju Korean [jjm],33.5,126.5,#6685A8
Jemez [tow],35.61,-106.7,#4C6657
Jero [jee],27.2,86.25,#69BC7E
Jèrriais [fra-2],49.2,-2.15,#4C756E
Jhangvi [skr-2],31,72,#4A8E64
Jiading [wuu-6],31.5,121.25,#38A9A3
Jiamao [jio],18.75,109.73,#49BDA8
Jiangle [nan-xxx],26.717,117.467,#4D9ECE
Jiangshan [wuu-xxx],28.733,118.617,#23A9AD
Jianou [mnp-2],27.03,118.3,#739CC3
Jiaomuzu [qxs-2],32,102.03,#44AF86
Jiatong_Miao [xxx-116],25.83,107.32,#21A6B7
Jibbali [shv],17.2,54.9,#535162
Jicaque [jic-2],14.8,-87,#8D5977
Jicarilla [apj],36,-104,#264EA0
Jiexi [hak-5],23.296,116.483,#50A2C6
Jinan [cmn-10],36.65,117.1,#4E98D4
Jincheng [cjy-4],35.49,112.85,#5F99CF
Jing [vie-2],21.548,107.972,#35A2AE
Jingpho [kac],28,98,#669D7A
Jingxiang [wuu-23],30.6,118.4,#21AFAC
Jinhua [wuu-14],29.1,119.65,#21A5AC
Jinhui [wuu-13],31,121.5,#35C799
Jirel [jul],27.65,86.23,#5AA96A
Jita [jit],-2.04,33.833,#936A56
Jivaro [jiv],-3,-78.25,#8D5E98
Jiwarli [djl],-20.49,120.1,#D3BF84
Jomang [tlo],10.58,30.5,#ACAC64
Jru [lbo],15.333,106.333,#7AB771
Ju|'hoan [ktz],-19,21,#3D597A
Juang [jun],21.167,85.833,#9F8D61
Juba_Arabic [apd-2],4.85,31.6,#86756B
Juk [xxx-55],15.5,106.5,#929E68
Jukun [jbu],6.92,10.42,#737A67
Jukun Jibu [jib],7.78,11.423,#7D7868
Júma [jua],-7.3,-64,#A77AA7
Jumjum [jum],10.2,33.7,#ABB165
Jur Modo [bex],5.92,29.95,#72A24C
Juruna [jur],-5.5,-53,#8F7072
Juwaliny [wmt-2],-20,124.5,#D1BA87
Jysk [jut],56.5,8.3,#5B94A2
K'ekchi [kek],15.9,-89.9,#794BAB
K'iche' [quu],15,-91,#7B6D92
Kabardian [kbd],43.52,43.63,#314E84
Kabiye [kbp],7,1.15,#719468
Kabola [klz],-8.156,124.561,#8D816C
Kabyle [kab],36.5,5,#55325E
Kadazan [kzj],5.917,117.167,#9F7A7E
Kadiwéu [kbc],-20,-57,#936287
Kadu [kdv],24.156,94.939,#5B95A1
Kadugli [xtc],11,29.67,#97A150
Kaera [xxx-111],-8.38,124.21,#916F71
Kafe [kbq],-6.301,145.681,#746D87
Kagan [kll],7.112,125.647,#95838C
Kagayan [sjm],7.003,118.476,#787D58
Kagayanen [cgc],10.588,119.849,#A7897A
Kagoshima [jpn-5],31.6,130.55,#83518B
Kahua [agw],-10.69,162.136,#A16F82
Kaian [kct],-4.104,144.796,#9D7660
Kaike [kzq],28.9,83.17,#6EA577
Kaili [hea-2],26.55,108,#218EAD
Kaili Ledo [lew],-0.974,119.998,#967C55
Kaimbulawa [zka],-5.649,122.545,#947F86
Kaingang [kgp],-22,-48,#9C6D93
Kaingáng_São Paulo [zkp],-23.55,-46.63,#A89A85
Kairi [klq],-7.141,144.14,#A87A7C
Kairiru [kxa],-3.417,143.583,#AB7874
Kaiwá [kgk],-23,-55,#954F86
Kaiy [tcq],-2.978,138.233,#994498
Kajkavian [kjv],45.48,14.58,#626254
Kaki_Ae [tbd],-8,145.833,#9C4396
Kakua [cbv],1.08,-70,#9A61B1
Kakuwâ [keo],4,31,#94B357
Kala Lagaw Ya [mwp],-10.12,142.12,#9B9E66
Kalabari [ijn],4.739,6.859,#6F665D
Kalabra [kzz],-1.337,131.641,#886C60
Kalagan [kqe],6.507,125.488,#8D838D
Kalam [kmh],-5.25,144.583,#A7668F
Kalami [gwc],35.48,72.59,#4D7D6C
Kalamianon [tbk],12.021,120.025,#978174
Kalamo [kkc],-6.79,142.316,#885090
Kalapuya [kyl],44.5,-123,#7068BA
Kalasha [kls],35.73,71.75,#406F64
KaliaiKove [kvc],-5.667,149.75,#9D7882
Kalinga_Guinaang [knb],17.394,121.005,#A48091
Kalinga_Linimos [kmk],17.613,121.349,#A7828C
Kalispel [fla],48.35,-117.27,#5F4DB4
Kalix [swe-4],65.85,23.17,#6B8465
Kalkatungu [ktg],-21,139.5,#D0BD87
Kalkoti [xka],21.91,78.72,#3A8086
Kallahan_Kayapa [kak],16.38,120.953,#A08892
Kalmyk [xal],45,47,#497C60
Kaluli [bco],-6.417,142.833,#8067AC
Kam [kmc],27,104,#5EAFB2
Kamaiurá [kay],-12,-52.67,#A57AA6
Kamang [woi],-8.25,124.833,#907E6B
Kamano [kbq-2],-6.25,145.67,#6F5284
Kamaru [kgx],-5.17,123.03,#98816D
Kamas [xas],52,92,#5D8765
Kamasa [klp],-6.98,146.214,#AA7C96
Kamasau [kms],-3.83,143.83,#81775E
Kamba [kam],-2,38,#88717E
Kambata [ktb],7.242,37.902,#705E52
Kambera [xbr],-9.833,120.5,#A3A56B
Kambot [kbx],-4.333,144.133,#B28782
Kambran [bed],-2.78,132.7,#927468
Kamda [tey],11.2,29.6,#8AA373
Kami [khg-8],34.9,101.7,#27C07A
Kamoro [kgq],-4.333,136,#C66394
Kampen [nld-3],52.55,5.92,#647A68
Kamu [xmu],-13.583,130.833,#B9B170
Kamula [xla],-7.3,142.5,#92518D
Kan [gan-2],29,116,#74A1A0
Kana [klr-2],27.69,86.73,#7D9170
Kana [ogo],4.75,6.5,#728B57
Kanakanabu [xnb],23.286,120.842,#918191
Kanakuru [kna],10,12,#7F8E6A
Kanashi [xns],32,77.55,#5BB762
Kanasi [soq],-10.119,149.706,#AB7378
Kandawo [gam],-5.75,145.92,#98797F
Kanga [kcp],11.02,29.3,#68A554
Kangri [xnr],31.5,77,#6C6D72
Kanite [kmu],-6.393,145.598,#8F4A99
Kankanay [kne],16.792,120.662,#9F888E
Kannada [kan],14,76,#867A5A
Kannauji [bjj],6.5,8.67,#7C7367
Kanoê [kxo],-12.5,-62.25,#A66B9C
Kansai [jpn-3],34.65,133.92,#7A5895
Kantyu [kbe],-13.33,142.83,#CEA490
Kanum [kcd],-8.583,140.75,#A67076
Kanuri [knc],11.25,14.25,#6D9B5F
Kapampangan [pam],15.333,120.5,#A7836E
Kapau [hmt],-7.667,146.167,#836EA9
Kapingamarangi [kpg],1,155,#AA8E93
Kapori [khp],-3.499,139.72,#8F5E6C
Kapuas [nij-2],-1.5,113.75,#938464
Kara [kah],9,24,#5B9D40
Kara [leu],-2.732,151.002,#947B74
Karachay-Balkar [krc],44,42,#3E6D53
Karaim [kdr],54.63,24.93,#41605F
Karajá [kpj],-10,-50.2,#976E79
Karajarri [gbd],-18.5,122.5,#CFB589
Karakalpak [kaa],43,60,#69676B
Karanga [kth],12.7,20.383,#3D7343
Karao [kyi],16.573,120.882,#866F70
Karas Laut [kgv],-3.6,132.667,#88725E
Karata [kpt],42.6,46.34,#586278
Karbi [mjw],26.2,93.5,#7BB487
Karbi-2 [mjw-2],26.333,93.5,#7B8C6D
Karelian [krl],63,32,#5E6A4C
Karen [bwe],17,98,#5FC086
Karen_Geba [kvq],19.02,96.58,#427568
Karen_Pho [pwo],14.333,98.3,#65AE91
Karen_Pho_Bassein [pwo-2],17.167,94.917,#4E7B74
Karen_Pho_Hpa-an [pwo-4],16.89,97.63,#48B19E
Karen_Pho_Htoklibang [pwo-6],17.25,97.15,#429DB2
Karen_Pho_Kyonbyaw [pwo-3],17.6,95.2,#3FB692
Karen_Pho_Moulmein [kjp-2],13,99.167,#4D6F77
Karen_Pho_Sangkhlaburi [pww],14.333,98.333,#699991
Karen_Pho_Tavoy [pwo-5],14.1,98.3,#50A994
Karen_Pho_Winpa [pwo-7],17.08,97.33,#5FA990
Karen_Sgaw [ksw],17,94.833,#5D8291
Karen_Thaungthu [blk],17,97.5,#4F8C6A
Kargil [prx-2],34.55,76.13,#418E69
Karii [xxx-56],17.917,105.5,#72B483
Karimojong [kdj],3,34.17,#6C9765
Karirí [kzw],-10,-37,#7F8371
Karitiána [ktn],-4,-64,#9E7393
Kariyarra [vka],-21.069,118.493,#D4A989
KarkarYuri [yuj],-3.75,141.083,#8E6992
Karko [adi-8],28,94.8,#8E946C
Káro [arr],-9,-62.25,#A17D80
Karo [rwo-2],-5.775,146.019,#9C8E75
Karo_Batak [btx],3,98.167,#898667
