name,latitude,longitude,color
Lakhota [lkt],45,-102,#AE55BC
Lakkia [lbc],24.08,110.17,#DFDF92
Lamaholot [slp],-8.25,123,#C197AB
Lamani [lmn],18,77,#43AA68
Lamba [lam],9.8,10.5,#CF5A60
Lamjung Yohlmo [scp-2],28.33,84.42,#3AADAB
Lampung [ljp],-5,105,#E79F6F
Lango [laj],2,33,#CA4F67
Lani [dnw],-3.75,138.2,#5042CF
Lao [lao],19,103,#DCD387
Larantuka Malay [lrt],-8.33,123,#E2CA97
Lardil [lbz],-16.5,139.5,#5BA26A
Larike [alo],-3.783,127.917,#DB4EBA
Latvian [lav],56.8,24.1,#5E7E19
Lavukaleve [lvk],-9,159,#7A46A6
Lele [lln],9.08,15.58,#B06594
Lelepa [lpa],-17.64,168.18,#D067B3
Lenakel [tnl],-19.583,169.083,#CD5A97
Lepcha [lep],27,88.2,#62B796
Leti [lti],-8.167,128.167,#E359AF
Lewo [lww],-16.667,168.333,#CE49A4
Lezgian [lez],41.58,47.78,#1C9C79
Lhasa_Tibetan [bod],29.65,91.14,#43AFB9
Lhomi [lhm],27.75,87.4,#4D9EAA
Liko [kbo],3.75,30.5,#B03D73
Limbu [lif],27.167,87.75,#3E6196
Limilngan [lmc],-12.5,131.917,#86329D
Linda [liy],6,21,#E17CAE
Lingala [lin],1,18.5,#C64D84
Lisu [lis],19.5,98.75,#86CDA6
Lithuanian [lit],54.9,23.9,#488226
Logba [lgq],6.9,0.45,#C26A9A
Lokono [arw-2],6.07,-57.6,#7451A0
Longgu [lgu],-9.75,160.75,#ED7D41
Loniu [los],-2.1,147.417,#E97AA9
Lote [uvl],-5.6,151.9,#C9798B
Lozi [loz],-15,23,#B45356
Lü [khb],22,100.67,#E8E192
Luangiua [ojv],-5.417,159.65,#D0C379
LuGanda [lug],0.5,32.17,#C83E63
Luo [luo],-0.4,34.4,#C4365E
Lushootseed [lut],48,-122,#924A42
Luvale [lue],-12,22,#D04262
Ma'ya [slz],-1.25,130.92,#C67A84
Maanyan [mhy],-2,115,#F9A468
Maasai [mas],-3,36,#994651
Maba [mde],13.75,20.83,#605F98
Macedonian [mkd],41.6,22,#56A912
Macushi [mbc],4.5,-60,#465869
Madi [mhi],3.45,31.17,#B082B1
Madimadi [xxx-18],-34.5,143.5,#519F51
Madurese [mad],-7.25,113.333,#E6A95D
Magahi [mag],25,85,#1D9E59
Magar [mgp],28,83,#379599
Mahali [mjx],22.85,87.1,#3D804E
MaiBrat [ayz],-1.25,132.667,#D880A4
Maidu [nmu],40,-120.67,#176A82
Mairasi [zrs],-3.5,134,#7D5DC2
Maisin [mbq],-9.5,149.167,#7543C2
Maithili [mai],26.5,86,#39A851
Majhi [mjz],27.25,86.15,#278760
Mak [mkg],26,107.75,#E0D985
Makah [myh],48.33,-124.67,#976355
Makasai [mkz],-8.5,126.5,#9CC2AC
Makassar [mak],-5.417,119.583,#D8654E
Makhuwa-Enehara [vmw],-15,39,#B84887
Mako [wpc],4.215,-65.742,#5043A7
Makua [vmw],-15,38,#D04E67
Malagasy [bhr],-20,47,#C9864A
MalakMalak [mpb],-13.417,130.417,#6E63A5
Malay [zlm],3.13,101.68,#D8A767
Malayalam [mal],8.5,77,#27B459
Malgana [vml],-26,115,#32C57A
Mali [gcc],-4.833,152.25,#99439B
Malto [kmj],25,87.333,#13B864
Mam [mvc],15.25,-92,#B74342
Mamainde [wmd],-13.5,-60,#7131C3
Mamanwa [mmn],9.417,125.5,#C5804E
Mambai [mgm],-8.75,125.42,#DEB4B4
Mambwe [mgr],-9,31,#D24D74
Manadonese [xmm],1.5,124.833,#D4B96C
Manam [mva],-4.083,145.083,#C64FA3
Manange [nmm],28.667,84.08,#2ABA94
Manchu [mnc],45,125,#208285
Mandan [mhq],46,-100,#4F2DC6
Mandarin_Beijing [cmn],40,116.75,#A5C97C
Mandinka [man],13,-15.67,#82927B
Mandinka_Gambia [mnk],13,-15,#6C938D
Manggarai [mqy],-8.667,120.333,#FBC37E
Manggarayi [mpc],-14.667,133.5,#724667
Maninka [emk],13,-10,#729A91
Manobo_Western Bukidnon [mbb],7.667,124.833,#D38441
Mansi [mns],62,62,#2E9151
Manx [glv],56.2,-4.5,#717837
Maonan [mmd],25,108.5,#CDD197
Maori [mri],-39,176.5,#B1A765
Mapudungun [arn],-36,-72,#7E6873
Mara [mec],-15.1,135.2,#85358C
Marathi [mar],18,74.5,#1FA954
Margany [zmc],-26.5,145,#2BBD56
Margi [mrt],11,13,#CC629F
Maricopa [mrc],33.17,-113.17,#5730B9
Marind [mrz],-8,140.5,#704296
Marquesan_Ua Pou [mrq],-9.33,-140,#A2B94D
Marshallese [mah],12.5,162.5,#F38C7A
Martuthunira [vma],-21,116.5,#5E9154
Matbat [xmt],-2,130.33,#DB6CC7
Matengo [mgv],-11,34.67,#C34A7B
Matngele [zml],-13.833,130.417,#8B5AA7
Maung [mph],-11.917,133.5,#AF5262
Maxakali [mbl],-18,-40,#7A7BA6
Mbabaram [vmb],-16.85,144.8,#53C68D
Mbaham [bdw],-3,132.5,#465BC6
Mehri [gdq],16,52,#735A25
Meitei [mni],24.75,94,#4F9AA9
Mekeo [mek],-8.5,146.467,#8E3EB6
Melanau [mel],4.4,114,#F78B67
Memba [tsj-2],29,94.8,#46BEAB
Mende [men],8,-11.5,#8A8492
Menya [mcr],-7.25,146,#6230C6
Meryam Mir [ulk],-9.92,144.08,#42CA6D
Meteq [xem],0.7,110.5,#E7996B
Meyah [mej],-1,133.667,#CA65C3
Mian [mpt],-4.667,141.25,#405FB6
Mien [ium-6],24.583,112.267,#D9D991
Mien_Yao [ium],20.833,101.167,#CDD5A4
Miji [sjl],27.54,92.6,#48A7AA
Miju [mxj],28,97,#2088A9
Milang [xxx-122],28.6,94.5,#25C399
Mina [gej],6.6,1.5,#E5C0A6
Minangkabau [min],0,100.167,#DFA070
Miriwung [mep],-15.667,129,#503D72
Mising [mrg],27.5,94.3,#33B2A3
Miwok [skd],37.5,-120,#4F613A
Mixtec [mim],17,-99,#CE7550
Miya [mkf],11,10,#C76347
Mizo [lus],23.167,92.833,#79A8B9
Mlabri [mra],18.833,101,#E9FBA6
Mnar [pbv-2],25.9,91.58,#A2885B
Moghol [mhj],35,62,#2F9759
Mohave [mov],34.67,-114.58,#513FC1
Moken [mwt],11,98.5,#F8DAA9
Mokilese [mkj],6.667,159.75,#F2916F
Momu [fqs],-3.167,141.667,#476691
Mon [mnw],15,100,#F6EB9C
Mongguor [mjg],36,102,#2F9A70
Mongolian [mon],50,105,#249585
Moni [mnz],-3.583,136.833,#22429C
Mono [mnr],38,-119,#455B6F
Montagnais [moe],52,-65,#86278D
Mor [mhz],-2.917,135.75,#BF72A0
Mor [moq],-2.833,132.75,#9947D5
Motu [meu],-9.5,147.25,#A66DA1
Motuna [siw],-6.617,155.417,#4B4EB0
Mpur [akc],-0.833,133,#DA89B4
Mru [mro-2],21.45,92.5,#93B1A2
Muak Sa-aak [ukk],21.183,100.367,#F4B699
Mualang [mtd],0.8,111,#E0A874
Mudukumo [bwm],-4.367,143.867,#3DB197
Muk-Thang [xxx-95],-37.75,149,#54755A
Mulao [mlm],24.25,109,#DFD888
Muna [mnb-2],-5,122.417,#E3625F
Mundang [mua],10.1,14.45,#D07483
Mundari [unr],24,86.167,#64776B
Murinbata [mwf],-14.667,129.667,#8B488C
Murle [mur],6,33.75,#9D675B
Muruwari [zmu],-29,146.75,#429259
Mussau [emi],-1.5,149.667,#E15B64
Mustang [loy],29.18,83.96,#3AAAB3
Mutsun [css-2],36.83,-121.5,#6E5A3D
Mwani [wmw],-12.15,40.57,#C5457F
Mwera [mwe],-10,39,#CC4F6E
Mwotlap [mlv],-13.7,167.63,#D3749B
Na [nbf-2],27.2,101,#86B6CE
Nahali [nlx],24,77.5,#36B46D
Nahavaq [sns],-16.53,167.123,#D75F8C
Nakanai [nak],-5.5,150.833,#E27574
Nakkara [nck],-12.117,134.417,#842E96
Nama [naq],-23.5,22,#6E7B5A
Namakir [nmk],-17,168.583,#D8719A
Nanchang [gan],28.7,115.9,#A9D586
Nancowry [ncb],8,93.5,#ABB648
Nandi [kln],0.25,35,#91306A
Nar_Phu [npa],28.68,84.2,#3EAEB1
Nasioi [nas],-6.333,155.583,#0B5AA4
Navajo [nav],36.17,-108,#923295
Ndebele [nbl],-20,28.5,#B5516B
Ndjébbana [djj],-12.167,134.117,#6A359A
Ndonga [ndo],-18,17,#BA4F55
Nen [nqn],-8.6,142.1,#536485
Nenets [yrk],70,76,#298547
Neo-Aramaic [trg],36.2,43.75,#78663F
Nepali [nep],28.72,82,#24A862
Nepali_hill [nep-2],28,84.33,#31C071
Nevome [ood-2],19,-98.25,#64437D
Newar_Kathmandu [new],27.5,85.333,#3999A2
Newari_Dolakha [new-2],27.58,86.667,#3AB19E
Nez Perce [nez],46,-117,#5A4E37
Ngaanyatjarra [ntj],-27.5,126,#3A7AA3
Ngadha [nxg],-8.833,121,#F4CF7D
Ngadjunmaya [nju],-32,123.5,#4AAD93
Ngalakgan [nig],-14.5,134.833,#6E3890
Nganasan [nio],71,93,#3B646F
Ngandi [nid],-13.5,135,#4E2489
Ngankikurungkurr [nam-2],-14,130.5,#6E5882
Ngarinyeri [nay],-35.6,139.1,#2D747B
Ngarinyin [ung],-16.25,126.5,#996A94
Ngarla [nlr],-20.33,119.5,#46A97F
Ngawun [nxn],-19.5,141.5,#36D03D
Ngbaka [nga],4.25,21.17,#C59497
Ngiti [niy],1.33,30.25,#894B74
Ngiyambaa [wyb],-31.75,145.5,#498964
Nguna [llp],-17.5,168.333,#D1478C
Ngwe [nwe ],5.488,9.856,#CA649A
Nhanda [nha],-27.5,114.75,#46AB69
Nias [nia],1,97.5,#CF8250
Nimboran [nir],-3.083,140.167,#5E4BD5
Nisenan [nsz],39.33,-120.83,#31898F
Nisgha [ncg],55,-130,#A95663
Nishi [dap],27.7,94.2,#4E91A8
Niue [niu],-19,-169.5,#E3B14A
Nivkh [niv],53.333,142,#616FB9
Nkore-Kiga [cgg],-0.92,29.83,#DC5B80
Nobiin [fia],21,31,#244A97
Nonthaburi Malay [xxx-20],13.92,100.4,#F2D198
Norwegian [nob],62,8,#74B724
Nuaulu [nxl],-3.25,129.083,#BC659B
Nubi [kcn],0.6,32.55,#B7987C
Nubian [kzh],12.5,31,#396782
Nubri [kte],28.64,84.61,#41A0A1
Nubri_lower [kte-2],28.53,84.79,#3E82A1
Nung [nut],21.917,106.5,#E7C78D
Nunggubuyu [nuy],-13.75,135.667,#7D4B70
Nyaheun [nev],15,107,#E7D3B6
Nyahkur [cbn],15.67,101.67,#E7D7A3
Nyangumarta [nna],-20,121,#47844E
Nyawaygi [nyt],-19,145.9,#4F9A7B
Nyoro [nyo],1.5,31,#CF4E63
Nyulnyul [nyv],-17,123,#8B5254
Nyungar [nys],-33.75,116,#40C68B
Nzadi [xxx-48],-4.05,19.65,#B85E7B
O'odham [ood],32,-112,#87444E
Obokwi [afz],-2.767,138,#89D2B2
Ogami [mvi],24.9,125.3,#2CA88D
Oirata [oia],-8.083,127.167,#89AFD0
Ojibwe [ojg],49,-92.5,#931041
Olekha [ole],27.2,90,#24AB98
Olo [ong],-3.25,142.167,#C66AB2
Omaha [oma],42,-97.25,#9F30D8
One [aun],-3.417,141.833,#838980
Oneida [one],43,-75.67,#A13868
Ong Be [onb],19.8,110,#F5EA9A
Onge [oon],10.75,92.5,#4428AA
Onin [oni],-2.833,132.083,#D190C7
Oraon [kru],25.75,88.75,#216C7F
Ordos [mvf],39,109,#149A6E
Oriya [ori],21,85,#29AA56
Ormuri_Khaniguram [oru-2],32.52,70,#4A9240
Ormuri_Logar [oru],33.25,69.5,#4C8E43
Oromo [hae],9,37,#6D8370
Osage [osa],37,-94,#674BCE
Ossetian [oss],42.24,44,#397E54
Ostyak [kca-2],61,75,#449F6A
Otomi [otm],21,-99.5,#C4594D
P'urhépecha [tsz],19,-102,#61675A
Paamese [pma],-16.5,168.333,#C7488C
Pacoh [pac],16.42,107.08,#D8C66E
Paez [pbb],3,-76,#137B9D
Pagu [pgu],1.1,127.7,#BC52BD
Paiute_Northern [pao],40.75,-118,#495A77
Paiwan [pwn],22.333,120.833,#B26D3D
Palauan [pau],7.167,134.5,#CA6B57
Palaung [plw],22.667,96.4,#F1E284
Palawan [plc],9.5,118.5,#CA7B62
Palue [ple],-8.333,121.75,#D2AF77
Palula [phl],35.4,71.75,#28AA51
Panare [pbh],6.733122,-66.048767,#5A3A93
Pangasinan [pag],15.917,120.333,#BA773E
Panyjima [pnw],-22.833,118,#298F58
Pare [asa],-4,36.5,#DD4960
Pashto [pst],35,65,#4D8051
Passamaquoddy-Maliseet [pqm],45,-67,#932C56
Pattani [lae],32.6,77.2,#28A785
Paulohi [plh],-3.3,128.8,#E65BB4
Paumarí [pad],-7,-64.5,#755170
Pawaian [pwa],-7,145.25,#4D98BB
Pech [pay],15,-85.5,#44589B
Pendau [ums],0,119.83,#C47B62
Pima Bajo [pia],29,-111,#556E65
Pingjiang [gan-6],28.76,113.67,#AED493
Pipil [ppl],13.85,-89.55,#A73431
Pirahã [myp],-7.33,-62,#857AC3
Pitjantjatjara [pjt],-26.833,130,#406FA9
Pitta-Pitta [pit],-23.5,121,#367F55
Pitu Ulunna Salu [ptu],-3.083,119.083,#D25E6E
Plang [blr-2],23.4,100.1,#E8D08E
Pnar [pbv],25,92.5,#B19B44
Polish [pol],52,20,#57990D
Pomo_Eastern [peb],39,-122.67,#2995BB
Pomo_Southeastern [pom],38.83,-122.5,#209185
Ponapean [pon],6.883,158.25,#E78572
Portuguese [por],39,-8,#8A9C21
Pulaar [fuc],15.6,-15.2,#BE3274
Puluwat [puw],7.333,149.333,#E49C6F
Pumi [pmi],28,101,#5F90DA
Punjabi [pan],31,75,#2FAD32
Purik [prx],34.55,76.15,#21A7A7
Puroik [suv],28,93,#57BBBD
Puxi [jih],32.25,101.95,#6C8CAB
Puyuma [pyu],22.833,121.083,#C4853D
Qiandong_Hmong [hmq],26.67,108.32,#DBD39A
Qiang [qxs],32,103.5,#4886AE
Quechan [yum],32.83,-114.33,#5043C1
Quechua_Cusco  [quz],-13.5,-72,#1E7F74
Quechua_Huallaga [qvh],-6,-76,#34736C
Quechua_Imbabura [qvi],0.33,-78.33,#358752
Quechua_Yauyos [qvi-2],-12.62,-75.7,#39796D
Quileute [qui],47.925,-124.25,#804B2A
Rabha [rah],26.1,90.25,#29AF87
Rajasthani [raj],26.57,73.83,#2FA940
Rajbangshi [rkt],26.5,88.5,#169647
Raji [rji],29,81.15,#4774A8
Rama [rma],11.5,-83.9,#657F92
Rana_Tharu [thr],28.68,80.6,#3F895F
Rapa_Nui [rap],-27.333,-110,#BEA767
Ratahan [rth-2],1.08,124.83,#C67B55
Raute [rau],28.6,81.5,#2B7C71
Rawang [raw],27.5,97.5,#7DDDA1
Remo [bfw],18.333,82.333,#278685
Rennellese [mnv],-11.85,160.33,#AD9B44
Rgyalthang [khg-7],27.833,99.7,#2DA9A4
Riff [rif],34,-3.75,#B85234
Ritharngu [rit],-12.833,135.5,#3B647B
Rohingya [rhg],20.82,92.37,#27A75A
Roma [rmm],-7.2,128.583,#D4719E
Romanian [ron],45,27,#729221
Romansh [roh],46.8,9.4,#71A11A
Ronga [rng],-26,32.5,#BA534A
Rongpo [rnp],30.9167,79.5,#21AE72
Roro [rro],-8.75,146.58,#AF54D8
Rote [twu],-10.75,123.25,#D05F76
Rotokas [roo],-6,155.17,#7C6583
Rotuman [rtm],-12.333,177,#DC6070
Rukai [dru],22.833,120.833,#B7734F
Runyankore [nyn],-0.5,30.5,#D9507B
Russian [rus],55,38,#609807
Saa [apb],-9.5,161.583,#E14B87
Sabanê [sae],-12,-60,#645FBE
Sadu [xxx-63],24.35,102.525,#8EDDC1
Sahu [saj],1,127.417,#DF61A0
Saliba [sbe],-10.667,150.75,#A76BA5
Salinan [sln],36,-121,#A0276D
SaltYui [sll],-6.283,145,#626CC1
Sami [sme],70,28,#3FAC4D
Samoan [smo],-14,-172.667,#BDA977
Sandawe [sad],-5,35,#6A5C9C
Sangir [sxn],3.58,125.75,#B8826B
Sango [sag],5,18,#D4C094
Santa [sce],35.65,103.4,#43B178
Santali [sat],24.5,87,#3D804E
Sanuma [xsu],4,-64,#78ACA8
Saptariya Tharu [thq],26.6,86.7,#2EA665
Sapuan [spu],15.333,106.833,#ECFC8E
Sarcee [srs],52.5,-116,#7B4693
Sardinian [sro],40,9,#72A01C
Sartang [onp],27.33,92.27,#2FAAC3
Sasak [sas],-8.67,116.5,#E6846A
Sauria Paharia [mjt],24.3,88.9,#13B864
Savosavo [svs],-9.167,159.833,#868587
Sawu [hvn],-10.5,122,#C5825A
Scots English [sco],56,-3.25,#859C27
Scots Gaelic [gla],57,-5,#816827
Sedang [sed],14.667,108,#F6E089
Seediq [trv],24.167,121.417,#AE7160
Sekar [skz],-2.7,132.43,#C28BB6
Seke [skj],29,83.91,#36C4AF
Selaru [slu],-8.25,130.917,#E25493
Selknam [ona],-54.45,-67.15,#8F7186
Selkup [sel],65,82,#1E776E
Semelai [sza],3,102.5,#CAA054
Sentani [set],-2.583,140.633,#5A57AA
Serbian [srp],45,20,#53A61A
Seri [sei],29,-112.5,#8422C1
Serrano [ser],34.33,-117,#3F7B83
Sesotho [sot],-28,27,#BD514F
Shan [shn],22,98,#D3E87D
Shanghai [wuu],31,121,#A8E672
Shasta [sht],41.83,-122.67,#88209B
Shawnee [sjw],40,-83,#442580
She [shx],23.04,114.93,#C4DB90
Sheko [she],7,35.5,#3F7D8F
Sherdukpen [sdp],27.2,92.4,#29AFA9
Sherpa [xsr],27.833,86.833,#4CBBB6
Sherpa_Hile [xsr-2],27.675,86.71,#39A9A7
Shigatse [bod-6],29.26,88.88,#2EB596
Shina [scl],36,74,#15AD56
Shipibo [shp],-7,-75,#379184
Shona [sna],-18,31,#C1496A
Shoshone [shh],41,-115.5,#3A7387
Shuswap [shs],52,-120,#833C41
Siane [snp],-6.05,145.25,#1F5F9F
Siberian Yupik [ess],65,-175,#2C5295
Sierra Popoluca [poi],18.23,-94.87,#6F3687
Sika [ski],-8.62,122.22,#DA8C99
Sinaugoro [snc],-9.833,147.917,#AA61A6
Sindhi [snd],26,69,#249545
Sinhalese [sin],7,81,#33AD66
Siroi [ssd],-5.5,146,#6485B8
Sisiqa [bbq],-7.133,157,#E76B59
SiSwati [ssw],-27,32,#B24C4F
Siuslaw [sis],44,-124,#686526
Skou [skv],-2.667,140.917,#9268B8
Slave [xsl],60,-120,#9051A8
Slovene [slv],46,14.5,#4FA210
Sm'algyax [tsi],52.5,-129,#9B6959
So [teu],2.5,34.75,#9D6D4B
So [xxx-60],17.333,104.333,#E9C395
Sobei [sob],-1.917,138.75,#CC7B9F
Soboyo [tlv],-1.83,124.92,#C685A5
Solega [sle],12.2,76.5,#11818B
Somali [som],7,47,#90587C
Soninke [snk],13.25,-14.25,#808C94
Sonsorol [sov],4.5,132.083,#E79467
Soqotri [sqt],12.5,54,#7D5728
Sora [srb],20,84.333,#475C79
Sorbian [dsb],52,13.75,#369926
Sotho_South [sot-2],-30,28,#C04556
Sougb [mnx],-1.5,134,#A487AA
Souw Amana Teru [tlu],-3.58,128.3,#B26792
Spanish [spa],41.65,-4.75,#807B0F
Spanish_spoken [spa-2],39,-3,#837C18
Spiti [bod-2],32.75,77.75,#15B174
Squamish [squ],49.67,-123.17,#8F4038
Sre [kpm],11.5,108,#F2CB85
Stieng [sti],12,107,#EBF38A
Sudest [tgo],-11.5,153.5,#D44D8E
Suena [sue],-7.75,147.5,#57AE82
Sui [swi],26.25,107.5,#EBC992
Sukuma [suk],-3.234,33.516,#BD3F7D
Sula [szn],-2.06,125.98,#E082BE
Sulka [sua],-5.083,152,#BB4FA1
Sumbawa [smw],-8.583,117.5,#E98563
Sundanese [sun],-7,107.5,#EFBC6B
Sunwar [suz],27.6,86.3,#2A7AA0
Supyire [spp],11.5,-5.58,#9B9867
Surin Khmer [kxm],15,103.75,#EFD8A0
Swahili [swh],-6.5,39,#B93D6D
Swedish [swe],60,15,#79A51F
Taba [mky],0.333,127.583,#D98A99
Tabla [tnm],-2.417,140.333,#3764B2
Tadaksahak [dsq],16.58,2.83,#98518F
Tafi [tcd],6.8,0.4,#B567B2
Tagalog [tgl],14.75,121,#B57450
Tagbanwa_Aborlan [tbw],9,118,#C47B66
Tahitian [tah],-17.667,-149,#C9976B
Tai Aiton [aio],26.95,94.67,#E4CA9E
Tairora [tbg],-6.583,145.917,#1D5C95
Tajik [tgk],38.667,70,#659E4E
Takelma [tkm],42.5,-123,#5A388A
Takia [tbc],-4.75,146,#C35F9E
Talaud [tld],4,126.67,#CE896A
Talysh [tly],39,48.85,#1C7D6A
Tamambo [mla],-15.7,167.2,#C05C75
Tamang [tge],27.67,85.5,#42C6A4
Tamang_Eastern [taj],27.6,85.75,#3AD098
Tamang_Western [tdg],27.98,85.17,#4ACD98
Tamazight [tzm],33,-4,#9C4E3D
Tamil [tam],13,79,#0F846B
Tanacross [tcb],63.5,-143.5,#862AA3
Tanglapui [tpg],-8.3,125,#9D52EA
Tarahumara [tar],27.5,-107.5,#424D6D
Taraon [tro],28.2,96.25,#35BAA5
Tariana [tae],0.3,-69.7,#3E449B
Tashelhiyt [shi],31,-5,#AD4956
Tatana [txx],5.5,115.5,#D77D58
Tatar [tat],56,49.5,#20AC6A
Tause [tad],-2.833,137,#A3C7CE
Tausug [tsg],6,121,#E87E62
Tauya [tya],-5.75,145.3,#608DA7
Tawala [tbo],-10.333,150.5,#BC459A
Tboli [tbl],6.167,124.5,#DA8A52
Tehit Imyan [kps-2],-1.75,132.167,#CC70C1
Teiwa [twe],-8.333,124.2,#AF73CE
Telugu [tel],16,79.5,#1BA15D
Temiar [tea],4.833,101.333,#D8806F
Temne [tem],8.67,-13.08,#B68173
Tengger [tes],-7.95,112.95,#D78460
Teop [tio],-5.667,155.083,#F7656A
Tepehuan_Huehuetla [tee],20.476,-98.09,#8F385B
Tera [ttr],11,11.83,#CCA57F
Terêna [ter],-20,-56,#B13488
Ternate [tft],0.833,127.333,#E089AD
Ternate Malay [max],0.786,127.377,#D5B190
Tetun [tet],-9.333,125.083,#D89592
Thai [tha],15.583,100.333,#E7CB84
Thai_Northern [nod],18,99,#EBDB93
Thakali [ths],28.75,83.69,#4AB1AB
Thangmi [thf],27.75,86,#2A918C
Tharrkari [dhr],-23.6,115.7,#30BE6D
Themchen [adx-2],36.6,101.75,#2FA69C
Thulung [tdh],27.6,86.75,#295295
Tidore [tvo],0,127.75,#D16DA0
Tigak [tgc],-2.75,150.917,#F07E7E
Tigré [tig],16.5,38.5,#6B3F3F
Tigrinya [tir],14.5,38.5,#473A56
Timugon [tih],5,116,#D7A03F
Tiri [cir],-21.667,165.75,#D09E4B
Tiwa [lax],26.5,92.5,#45B2B1
Tiwi [tiw],-11.5,131,#AD5562
Tlingit [tli],57,-133,#524886
Toba_Batak [bbc],2.5,99.5,#DF7A59
Tobati [tti],-2.583,140.867,#866CBF
Tobelo [tlb],0.75,127.75,#B959BF
Tokelauan [tkl],-9.15,-171.78,#CBBA71
Tol [jic],14.75,-85,#646A72
Tolaki [lbw],-4,122.25,#C1555D
Tondano [tdn],1.25,125,#F19B4B
Tonga [toi],-17,27,#D1456C
Tongan [ton],-21.167,-175.25,#D2C16C
Tonkawa [tqw],30,-95,#3756A0
Toqabaqita [mlu],-8.333,160.667,#E636A6
Toratan [rth],1.083,124.833,#C99363
Torwali [trw],34.25,72,#13B043
Touo [tqu],-8.667,157.5,#615884
Trumai [tpy],-13.5,-53,#5BA780
Tsat [huq],18.25,109.5,#CBD689
Tshangla [tsj],27.07,92,#30B7B7
Tsova-Tush [bbl],42.5,45.5,#215F7D
Tsuken [xug],26.55,127.94,#22A89E
Tsum [ttz],28.51,85.08,#3095A9
Tübatulabal [tub],36,-118.33,#476A7B
Tubu [tuq],21,17,#594C7A
Tugun [tzn],-7.833,126.667,#E073AF
Tujia [tji],27.5,109,#95D5B7
Tukang_Besi [khc],-5.5,123.667,#D47463
Tulu [tcy],12.75,75.333,#0CAF63
Tümpisa [par],37,-117,#437572
Tunica [tun],32.67,-91,#5837B1
Turkana [tuv],3,35,#B64F7D
Turkish [tur],40,30,#248561
Turkish_Crimean [crh],45,34.083,#129C69
Turkmen [tuk],40,58,#1A9186
Turung [try],27.14,95.75,#89C6AA
Tuscarora [tus],36,-77.5,#8F408F
Tutsa [tvt],26.9,95.6,#469EB6
Tuva [tyv],52,95,#248C7F
Tuvalu [tvl],-10,180,#BFBF67
Tz'utujil [tzj],14.5,-91.25,#B8403F
Tzeltal_Aguacatenango [tzh],16.42,-92.5,#AF3443
Tzotzil [tzc],16.7,-92.7,#AB3639
U [xxx-61],22.6,101.7,#EFCA8F
Uab Meto [aoz],-9.67,124.25,#D88A8A
Udihe [ude],47.667,136.25,#31826A
Udmurt [udm],56.83,53.19,#419277
Uduk [udu],8.2,34.4,#A08B7A
Ughele [uge],-8.5,157.33,#D6516A
Uighur [uig],40,80,#1C8F78
Ukrainian [ukr],50,32,#519F13
Uma [ppk],-1.75,119.917,#E56A69
UMbundu [umb],-11.5,15,#B64870
Una [mtg],-4.667,140,#4F60A2
Ura [ryn],28.415,129.59,#2CA4A6
Uradhi [urf],-12,142.25,#52B87E
Urak_Lawoi [urk],7.25,99.25,#EED592
Urdu [urd],29,71,#4C9E31
Uruangnirin [urn],-3.5,132.833,#B975AC
Urubu-Kaapor [urb],-2,-47,#796699
Usan [wnu],-4.833,145.333,#8B40A2
Usarufa [usa],-6.5,146.083,#115199
Ute [ute],39,-109,#444F82
Uzbek [uzn],39,66,#2A8D5B
V'ënen_Taut [nmb],-16.083,167.25,#C856AB
Vai [vai],7.3,-10.55,#9E9996
Valman [van],-3.25,142.5,#C95C92
Vano [vnk],-11.667,166.75,#DE9C8E
Varli [vav],20,73.79,#26A15E
Venda [ven],-23.5,30,#BE435E
Vietnamese_Hanoi [vie],21.03,105.85,#E9D688
Wahgi [wgi],-6.667,145.583,#59789A
Waigali [wbk],35.2,70.99,#26825C
Waima'a [wmh],-8.5,126.33,#DEDDA6
Wakhi [wbl],36.5,72,#23A949
Walapai [yuf],35.5,-113.75,#2D4D9B
Walmatjarri [wmt],-20.116,127.461,#3B6563
Wambaya [wmb],-18.667,135.75,#6D625B
Wambule [wme],27.12,86.45,#426B9E
Wandamen [wad],-2.67,134.25,#CC6DAA
Wangkajunga [mpj-4],-19,126,#3A7572
Waorani [auc],-1,-76.5,#5588A1
Wappo [wao],38.5,-122.5,#477695
Warao [wba],9,-62,#3E6D87
Waray-Waray [war],12,125,#B47356
Wardaman [wrr],-15.5,131,#5B5270
Warekena [gae],2,-65,#7A5272
Warembori [wsa],-1.65,137.6,#C875C0
Wari' [pav],-11.5,-65,#DC6873
Warlpiri [wbp],-20,132.333,#4B7162
Warndarang [wnd],-14.417,135.583,#644098
Waropen [wrp],-2.333,136.667,#C645C3
Warrgamay [wgy],-18.583,146.167,#38B162
Warrnambool [xxx-31],-38.25,142.5,#628356
Warumungu [wrm],-19.6,134.2,#56B274
Washo [was],39.25,-120,#444EA6
Waskia [wsk],-4.583,145.917,#6B83A2
Wathawurrung [xxx-32],-37.5,144,#567871
Watjarri [wbv],-29,117.25,#56A56C
Wayana [way],1.216667,-54.656667,#4D21A8
Welsh [cym],52.3,-4,#947423
Wembawemba [xxx-33],-36,142,#536452
West Makian [mqs],0.333,127.417,#E45DB7
Wichí [mzh],-22.5,-62.583,#A64972
Wichita [wic],33.33,-97.33,#89367E
Wik Mungkan [wim],-13.667,141.833,#49BF87
Wik Ngathana [wig],-13.917,141.5,#48D99A
Winnebago [win],43,-89,#AB43C5
